"scrubbed_species_binomial"	"verbatim_family"	"verbatim_scientific_name"	"family_matched"	"name_matched"	"name_matched_author"	"higher_plant_group"	"scrubbed_taxonomic_status"	"scrubbed_family"	"scrubbed_author"	"native_status"	"native_status_reason"	"native_status_sources"	"is_introduced"	"native_status_country"	"native_status_state_province"	"native_status_county_parish"	"country"	"state_province"	"county"	"locality"	"latitude"	"longitude"	"date_collected"	"datasource"	"dataset"	"dataowner"	"custodial_institution_codes"	"collection_code"	"datasource_id"	"is_cultivated_observation"	"is_cultivated_in_region"	"is_location_cultivated"	"is_new_world"	"observation_type"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Igara, Faz. Anaticun."	-10.388611	-40.123611	2003-10-06	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Cordoba"	"San Justo"	"Villa Concepción del Tío, sobre la ruta a Miramar."	-31.23	-62.56	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Senna coimbrae"	"Fabaceae"	"Senna coimbrae M.Nee & Barneby"	"Fabaceae"	"Senna coimbrae"	"M. Nee & Barneby"	"flowering plants"	"Accepted"	"Fabaceae"	"M. Nee & Barneby"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Andres Ibanez"	"12 km E of center of Santa Cruz on road to Cotoca."	-17.7667	-63.0667	1988-02-09	"GBIF"	"US"	"US"	"US"	"Botany"	3271	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"San Luis del Palmar"	"20 km E de S.Luis del Palmar"	-27.56	-58.29	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Mitracarpus bicrucis"	"Rubiaceae"	"Mitracarpus bicrucis Bacigalupo & E.L.Cabral"	"Rubiaceae"	"Mitracarpus bicrucis"	"Bacigalupo & E.L. Cabral"	"flowering plants"	"Accepted"	"Rubiaceae"	"Bacigalupo & E.L. Cabral"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Chiquitos Province: Ca. 10 km NW of Roboré to San Pedro, then NE onto the serranía, from 0.5-5 km. 18°15' S 059°49' W, 400-600 m."	-18.25	-59.81667	1995-02-05	"GBIF"	"WU"	"WU"	"WU"	"Herbarium WU"	3615	0	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Santa Cruz - Bolivia, dep. Santa Cruz, prov. Chiquitos. 30 Km NE de San José, camino a San Ignacio/Departamento de Santa Cruz"	-17.78333	-60.78333	1980-04-27	"GBIF"	"G"	"G"	"G"	"Geneva Herbarium – General Collection (G)"	3547	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Crista de quatzito. Encosta da crista."	-10.043889	-40.2175	2005-04-14	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	"Ledesma"	"Along the road leading from rute 34 just S of Calilegua"	-23.83	-64.83	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Semidecidual."	-19.12832	-57.30955	2004-10-18	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Senna coimbrae"	"Fabaceae"	"Senna coimbrae M.Nee & Barneby"	"Fabaceae"	"Senna coimbrae"	"M. Nee & Barneby"	"flowering plants"	"Accepted"	"Fabaceae"	"M. Nee & Barneby"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Jardin Botanico de Santa Cruz - 12 km. E of center of Santa Cruz on road to Cotoca. 17°46' to 47'S, 63°04'W/Departamento de Santa Cruz"	-17.76667	-63.06667	1988-02-09	"GBIF"	"G"	"G"	"G"	"Geneva Herbarium – General Collection (G)"	3547	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	"Ledesma"	"Parque Nacional Calilegua, orillas del arroyo Aguas Negras, sendero a la Junta"	-23.73333	-64.83333	1998-11-02	"MO"	"MO, SI"	"MO, SI"	"MO, SI"	NA	280	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro do Agenor."	-12.7	-39.766667	1995-10-14	"GBIF"	"UESB"	"UESB"	"UESB"	"HUESB"	1632	0	0	NA	1	"specimen"
"Inga approximata"	"Fabaceae"	"Inga approximata T.D. Penn."	"Fabaceae"	"Inga approximata"	"T.D. Penn."	"flowering plants"	"Accepted"	"Fabaceae"	"T.D. Penn."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Vallegrande"	"Tupiriqui (La Yunga), 15 km SE en linea recta de Piraimiri"	-18.66666	-63.8	1994-12-26	"MO"	"MO"	"MO"	"MO"	NA	280	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Ca. 6 km W da estrada Livramento para Brumado, entrando ca. 13,4 Km S de Livramento."	-13.788056	-41.834444	2002-06-15	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	"Itatim"	"Morro do Agenor."	-12.7	-39.7666666667	1995-10-14	"SpeciesLink"	"UESB"	"UESB"	"UESB"	"HUESB"	1224	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"tropicos"	0	"N"	NA	NA	"Bolivia"	NA	NA	"Depto Santa Cruz, Prov. Andres Ibanez: Ca. 5 km SSW of Cotoca, vic. clay pits and brick works, near 'Santa Rosa de Provote.'"	-17.7833	-63	1998-03-10	"GBIF"	"MEL"	"MEL"	"MEL"	"MEL"	3283	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Serrota."	-9.333333	-38.483333	2004-10-08	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Paso de los Libres"	""	-29.55	-57.31	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Prov. Chiquitos, dep. Santa Cruz. 30 Km NE de San José. Ca. 300 m.s.m"	-17.783333	-60.783333	NA	"GBIF"	"Cenargen"	"Cenargen"	"Cenargen"	"CEN"	3199	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Capital"	"Riachuelo"	-27.5	-58.77	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	NA	""	-23	-66	1972-02-22	"GBIF"	"F"	"F"	"F"	"Botany"	3567	0	0	NA	1	"specimen"
"Bauhinia tuichiensis"	"Fabaceae"	"Bauhinia tuichiensis Cayola & A. Fuentes"	"Fabaceae"	"Bauhinia tuichiensis"	"Cayola & A. Fuentes"	"flowering plants"	"Accepted"	"Fabaceae"	"Cayola & A. Fuentes"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"La Paz"	"Franz Tamayo"	"Parque Nacional Madidi, camino de Apolo-Azariamas, arroyo Pintata. A 96 m al N de la PPM, subiendo por el arroyo Pintata. Bosque seco de ladera."	-14.4644444	-68.5419444	2003-02-26	"MO"	"LPB, MO"	"LPB, MO"	"LPB, MO"	NA	280	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro do Agenor."	-12.7	-39.766667	1995-11-26	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Fazenda Itaberaba, Morro Itibiraba."	-12.501111	-40.083056	2005-10-23	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Capital"	"Riachuelo"	-27.5	-58.77	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S. Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Nuflo de Chavez"	"Municipio de Cuatro Cañadas: ubicado a 100 km de la ciudad de Santa Cruz.  La Empresa Desarrollos Agricolas S.A.-DESA, Propiedad San Rafael se encuentra distante a unos 35 km al sur de la carretera hacia el Dpto. de Bení.  Campameento San Rafael, cortina 70."	-17.2626944	-62.2783889	2008-03-11	"MO"	"MO, USZ"	"MO, USZ"	"MO, USZ"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Fazenda São João. Lagoa permanente. Sub-região Abobral."	-19.385836	-57.049381	2013-03-15	"GBIF"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"CGMS"	2258	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea woodii Pozo & D.J.N.Hind"	"Asteraceae"	"Calea woodii"	"P. Pozo & D.J.N. Hind"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"Santa Cruz, Chiquitos, Chochis, zone of pass across Chochis range climbing up from Chochis-Matacuzal trail"	-18.05	-59.58	2005-03-18	"GBIF"	"US"	"US"	"US"	"Botany"	3271	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Estação Biológica de Canudos (Biodiversitas)."	-9.942778	-38.988611	2002-06-27	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Entre Rios"	"Federacion"	"pajonal en la costa del Mocoretá"	-30.71	-58.16	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra do Rabichão, Planalto Residual do Urucum. Acesso pela Fazenda Uruba. Interior de Floresta Estacional Decidual."	-19.05616	-57.29442	2004-08-26	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Baixa do Fontana. Brejo do Bingo. Território Indígena Pankararé."	-9.333333	-38.483333	2004-08-10	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Entre Rios"	"La Paz"	"Sarandí-Corá, sobre el Guayquiraró"	-30.89	-59.54	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"ca. 200m W of BA-052 road at km 287."	-11.4925	-41.331389	2017-03-03	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Fosterella vasquezii"	"Bromeliaceae"	"Fosterella vasquezii E.Gross & Ibisch"	"Bromeliaceae"	"Fosterella vasquezii"	"E. Gross & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"E. Gross & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Prov. Velasco, Parque Nacional Noel Kempff M. Senda de Los Fierros hacia la serrania, 8 km del fin del camino Bosque semideciduo sobre faldas inferiores de la serrania, con afloramientos rocosos y areniscas"	-14.55445	-60.796667	1994-06-13	"GBIF"	"FR"	"FR"	"FR"	"Herbarium Senckenbergianum"	3497	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea dalyi Pruski & Urbatsch"	"Asteraceae"	"Calea dalyi"	"Pruski & Urbatsch"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso"	NA	"Serra de Ricardo Franco, topo da cachoeira do Jatobá."	-14.918333	-60.076666	NA	"GBIF"	"Cenargen"	"Cenargen"	"Cenargen"	"CEN"	3199	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Núcleo das Provincia de Chavez. Lomerio. Acampamento Las Trancas. Parcelas permanentes de BOLFOR."	-16.596111	-61.866111	NA	"GBIF"	"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)"	"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)"	"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)"	"CEPEC"	2724	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea woodii Pozo & D.J.N.Hind"	"Asteraceae"	"Calea woodii"	"P. Pozo & D.J.N. Hind"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Santa Cruz, Chiquitos, Chochis, Zone of pass across Chochis range climbing up from Chochis-Matacuzal trail"	-18.05	-59.58	2005-03-18	"GBIF"	"K"	"K"	"K"	"Herbarium"	3716	0	0	NA	1	"specimen"
"Pitcairnia chiquitana"	"Bromeliaceae"	"Pitcairnia chiquitana R. Vásquez & Ibisch"	"Bromeliaceae"	"Pitcairnia chiquitana"	"R. Vásquez & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"R. Vásquez & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Chiquitos"	NA	-18.1333333	-60.0333333	2002-07-14	"MO"	"Herb. Vasquez, LPB"	"Herb. Vasquez, LPB"	"Herb. Vasquez, LPB"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"UNK"	"Status unknown, no checklists for region of observation"	NA	NA	NA	NA	NA	"Australia"	"Queensland"	NA	"Glasshouse grown, James Cook University, Townsville."	-19.3272	146.7608	1995-06-30	"GBIF"	"JCT"	"JCT"	"JCT"	"JCT"	3258	0	0	NA	0	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"San Martin"	"Arrocera Drews, Ruta 14, 11 km N de C. Pellegrini"	-28.76	-56.95	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Departamento Santa Cruz, prov. Chiquitos. 30 km NE de San Jose. Puesto San Marcos, del Dr. Modesto Lopez."	-17.7833	-60.7833	1980-04-27	"GBIF"	"CANB"	"CANB"	"CANB"	"CANB"	3664	0	0	NA	1	"specimen"
"Bauhinia tuichiensis"	"Fabaceae"	"Bauhinia tuichiensis Cayola & A. Fuentes"	"Fabaceae"	"Bauhinia tuichiensis"	"Cayola & A. Fuentes"	"flowering plants"	"Accepted"	"Fabaceae"	"Cayola & A. Fuentes"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"La Paz"	"Franz Tamayo"	"Parque Nacional Madidi. Norte de Apolo, Bosque andino semideciduo del sector de Azariamas, con Anadenanthera colubrina, , Cactaceae, Trichilia catigua. Cima. Parcela Permanente de Muestreo # 14. Plantas secadas en campo.; ="	-14.33361	-68.5725	2005-06-13	"MO"	"LPB, MO"	"LPB, MO"	"LPB, MO"	NA	280	0	0	NA	1	"specimen"
